filepath,open_access,publisher,body_format,line_count,doi,pmcid,document_type,ambiguity_flag
/Users/aretesofia/IbogaineVault/2020/Bhat2020_Tropane_Ibo_Analog_SERT_DAT.md,true,American Chemical Society,vault-analytical,121,10.1021/acsptsci.0c00102,PMC8033614,in-vitro,
/Users/aretesofia/IbogaineVault/2020/Canessa2020_Ibogaine_Noribogaine_in_Tx_Review_Safety_Efficacy.md,true,,academic-retained,476,,,thesis,
/Users/aretesofia/IbogaineVault/2020/Davis2020_SpecialOps_Veterans_Trauma.md,true,SAGE,academic-retained,345,10.1177/2470547020939564,PMC7359647,observational,
/Users/aretesofia/IbogaineVault/2020/Ekaghba2020_Acute_Toxicity_Aqueous_Iboga_TA.md,unknown,,vault-analytical,96,,,preclinical,
/Users/aretesofia/IbogaineVault/2020/Kohek2020_Qualitive_Study_Acute_Subjective_Effects_of_Ibogaine.md,false,Wiley,vault-analytical,100,10.1111/anoc.12119,,qualitative,
/Users/aretesofia/IbogaineVault/2020/Rodriguez2020_Ibogaine_Noribogaine_Antidepressant_Rats.md,false,American Chemical Society,vault-analytical,112,10.1021/acschemneuro.0c00152,,preclinical,
/Users/aretesofia/IbogaineVault/2020/Wilson2020_Novel_Tx_OUD_Ibogaine_Iboga_Case_Study.md,false,Akadémiai Kiadó,vault-analytical,102,10.1556/2054.2020.00133,,case-report,
/Users/aretesofia/IbogaineVault/2021/Acimovic2021_Ibogaine_Death_Case_Report.md,false,Springer Nature,vault-analytical,68,10.1007/s12024-020-00342-0,,case-report,
/Users/aretesofia/IbogaineVault/2021/Bekale2021_Holy_Spirit_Iboga_Bwiti.md,unknown,,vault-analytical,151,,,review,
/Users/aretesofia/IbogaineVault/2021/Cameron2021_Tabernanthalog_Non_Hallucinogenic_Analog.md,true,Springer Nature,vault-analytical,101,10.1038/s41586-020-3008-z,PMC7874389,preclinical,
/Users/aretesofia/IbogaineVault/2021/Havel2021_Oxa-Iboga_Opioid_Addiction.md,true,Cold Spring Harbor,academic-retained,323,10.1101/2021.07.22.453441,,preclinical,
/Users/aretesofia/IbogaineVault/2021/Knuijver2021_Safety_Opioid_Detox.md,true,Wiley,vault-analytical,143,10.1111/add.15448,PMC9292417,clinical-trial,
/Users/aretesofia/IbogaineVault/2021/Lotsof2021_To_Have_or_Have_Not.md,true,Dora Weiner Foundation,narrative,70,,,primary-source,narrative-review
/Users/aretesofia/IbogaineVault/2021/Lukasiewicz2021_Serotonergic_Psychedelics_Neuroplasticity.md,true,Frontiers,vault-analytical,87,10.3389/fnmol.2021.748359,PMC8545892,review,
/Users/aretesofia/IbogaineVault/2021/Luz2021_Toxicity_Therapeutic_Potential.md,false,Taylor & Francis,academic-retained,169,10.1080/17425255.2021.1944099,,review,
/Users/aretesofia/IbogaineVault/2021/Ona2021_Adverse_Events_Ibogaine_Updated_Review_2015-2020.md,false,Springer Nature,vault-analytical,132,10.1007/s00213-021-05964-y,,systematic-review,
/Users/aretesofia/IbogaineVault/2021/Shi2021_NAM_Ibogaine_Cardiotoxicity.md,unknown,Bentham Open,vault-analytical,128,10.14573/altex.2103311,,in-vitro,
/Users/aretesofia/IbogaineVault/2021/Underwood2021_Narrative_Review_Ibogaine_Literature.md,false,Akadémiai Kiadó,academic-retained,811,10.1556/2054.2021.00152,,review,
/Users/aretesofia/IbogaineVault/2022/Fernandes-Nascimento2022_Microdosing_Bipolar.md,true,Brazilian Journal Publisher,academic-retained,102,10.47626/1516-4446-2021-2359,PMC9375667,case-report,
/Users/aretesofia/IbogaineVault/2022/Kargbo2022_Ibogaine_and_Analogs_Therapeutics_Neurological_Psychiatric_Disorders.md,true,American Chemical Society,narrative,223,10.1021/acsmedchemlett.2c00214,PMC9190277,review,narrative-review
/Users/aretesofia/IbogaineVault/2022/Kock2022_Systemic_Review_Clinical_Trials_Therapeutic_Applications_Ibogaine.md,false,Elsevier,academic-retained,429,10.1016/j.jsat.2021.108717,,systematic-review,
/Users/aretesofia/IbogaineVault/2022/Malcolm2022_Addiction_Pharmacology_Ibogaine.md,unknown,,vault-analytical,178,,,educational,
/Users/aretesofia/IbogaineVault/2022/Martins2022_Drug_Transporters_Ibogaine_PK.md,true,Frontiers,vault-analytical,125,10.3389/fphar.2022.855000,PMC8931498,preclinical,
/Users/aretesofia/IbogaineVault/2022/Rodriguez-Cano2022_Underground_Ibogaine_Use_for_SUD_Tx_Qualitative_Analysis_Subjective_Experiences.md,false,Wiley,academic-retained,358,10.1111/dar.13587,,qualitative,
/Users/aretesofia/IbogaineVault/2022/Straub2022_Ibogaine_Nicotinic_Acetylcholine_Receptor_Inhibitors_Tx_SUDs.md,true,American Chemical Society,academic-retained,442,10.1021/acs.jmedchem.2c01562,PMC10034762,review,
/Users/aretesofia/IbogaineVault/2023/Alfonso2023_Ibogaine_Atypical_Psychedelic_Review_ES.md,unknown,,academic-retained,304,,,review,
/Users/aretesofia/IbogaineVault/2023/Arias2023_Catharanthine_18-MC.md,false,Elsevier,vault-analytical,130,10.1016/j.ejphar.2022.175454,,preclinical,
/Users/aretesofia/IbogaineVault/2023/Boukandou2023_Mechanisms_Involved_Neuroprotection_Neurotoxicity_Iboga_Alkaloids.md,false,Elsevier,vault-analytical,117,10.1016/j.prenap.2023.100006,,review,
/Users/aretesofia/IbogaineVault/2023/Cherian2023_Ibogaine_Cognitive_Functioning.md,false,Cambridge University Press,hybrid,113,10.1017/S1355617723011049,,observational,
/Users/aretesofia/IbogaineVault/2023/Davis2023_Ibogaine_5MeO-DMT_for_SEALS.md,false,Taylor & Francis,vault-analytical,129,10.1080/00952990.2023.2220874,,observational,
/Users/aretesofia/IbogaineVault/2023/Dickinson2023_Ibogaine_Reduced_Severe_Neuropathic_Pain_Brachial_Plexus_Nerve_Root_Avulsion.md,true,Frontiers,academic-retained,250,10.3389/fpain.2023.1256396,PMC10502345,case-report,
/Users/aretesofia/IbogaineVault/2023/Dickinson2023_Transpersonal_Intersubjectivity_in_Ibogaine_Experiences.md,false,Wiley,academic-retained,287,10.1111/anoc.12172,,case-report,
/Users/aretesofia/IbogaineVault/2023/Faerman2023_Ibogaine_Veterans_PTSD.md,false,Oxford University Press,academic-retained,68,10.1093/sleep/zsad077.0665,,commentary,
/Users/aretesofia/IbogaineVault/2023/Fernandes-Nascimento2023_Scientometric_Analysis_Three_Decades_of_Ibogaine_Research.md,false,Taylor & Francis,vault-analytical,120,10.1080/02791072.2023.2276230,,review,
/Users/aretesofia/IbogaineVault/2023/Kratina2023_Observational_Studies_Combo_Psychedelic_Use_Beyond_Regulated_Contexts.md,false,Taylor & Francis,academic-retained,197,10.1080/00952990.2023.2246637,,commentary,
/Users/aretesofia/IbogaineVault/2023/Mash2023_Ibogaine_Legacy_Psychedelic_Renaissance.md,false,Elsevier,academic-retained,321,10.1016/j.phrs.2022.106620,,review,
/Users/aretesofia/IbogaineVault/2023/Mosca2023_Ibogaine_Noribogaine_SUDs_Systematic_Review.md,false,Bentham Science,academic-retained,410,10.2174/1570159X21666221017085612,,systematic-review,
/Users/aretesofia/IbogaineVault/2023/Nardou2023_Psychedelics_Critical_Period_Reopening.md,true,Springer Nature,vault-analytical,102,10.1038/s41586-023-06204-3,PMC10284704,preclinical,
/Users/aretesofia/IbogaineVault/2023/Ona2023_Ibogaine_Noribogaine_Putative_Anti-Addictive_Effects.md,false,SAGE,vault-analytical,106,10.1177/02698811231200882,,review,
/Users/aretesofia/IbogaineVault/2023/Rocha2023_Setting_Factors_Associated_With_Improved_Ibogaine_Safety.md,false,Springer Nature,vault-analytical,125,10.1007/s00406-023-01590-1,,systematic-review,
/Users/aretesofia/IbogaineVault/2023/Rocha2023_USP_Safety_Protocols.md,true,MDPI,academic-retained,425,10.3390/psychoactives2040024,,guideline,
/Users/aretesofia/IbogaineVault/2024/Biosca-Brull2024_Transcriptomic_Analysis_Single_Ibogaine_Dose.md,true,Springer Nature,academic-retained,279,10.1038/s41398-024-02773-7,PMC10798990,preclinical,
/Users/aretesofia/IbogaineVault/2024/Castro-Nin2024_Noribogaine_Wakefulness_Sleep_Effects.md,false,Springer Nature,vault-analytical,97,10.1007/s00213-024-06572-2,,preclinical,
/Users/aretesofia/IbogaineVault/2024/Chen2024_RIVM_Iboga_Risk_Assessment.md,unknown,RIVM,vault-analytical,183,10.21945/RIVM-2024-0030,,policy-report,
/Users/aretesofia/IbogaineVault/2024/Cherian2024_Ibogaine_Primer_Clinicians.md,false,Lippincott Williams & Wilkins,narrative,151,10.1097/MJT.0000000000001723,,review,narrative-review
/Users/aretesofia/IbogaineVault/2024/Cherian2024_Magnesium_Ibogaine_TBI.md,true,Springer Nature,vault-analytical,148,10.1038/s41591-023-02705-w,PMC10878970,clinical-trial,
/Users/aretesofia/IbogaineVault/2024/Govender2024_Ibogaine_Following_Repeated_Morphine_Upregulates_Myelination.md,true,Frontiers,academic-retained,205,10.3389/fnins.2024.1378841,PMC11303312,preclinical,
/Users/aretesofia/IbogaineVault/2024/Havel2024_OxaIboga_Alkaloids_Lack_Cardiac_Risk_Disrupt_Opioid_Use.md,true,Springer Nature,academic-retained,346,10.1038/s41467-024-51856-y,PMC11415492,preclinical,
/Users/aretesofia/IbogaineVault/2024/Heinsbroek2024_Tabernanthalog_Reduces_Motivation_for_Heroin_Alcohol.md,true,Mary Ann Liebert,narrative,305,10.1089/psymed.2023.0009,PMC10286262,preclinical,narrative-review
/Users/aretesofia/IbogaineVault/2024/Hughes2024_Chemistry_Iboga_Alkaloids.md,true,Wiley,hybrid,117,10.1002/ejoc.202400432,PMC12393092,review,
/Users/aretesofia/IbogaineVault/2024/Ivan2024_Nonclassic_Psychedelic_Ibogaine_Disrupts_Cognitive_Maps.md,true,Elsevier,academic-retained,177,10.1016/j.bpsgos.2023.07.008,PMC10829624,preclinical,
/Users/aretesofia/IbogaineVault/2024/Kamileen2024_Pachysiphine_Synthase.md,true,Cold Spring Harbor,narrative,107,10.1101/2024.06.30.601415,,in-vitro,narrative-review
/Users/aretesofia/IbogaineVault/2024/Knuijver2024_Pharmacokinetics_Pharmacodynamics_Ibogaine_OUD_Patients.md,true,SAGE,vault-analytical,108,10.1177/02698811241237873,PMC11102648,clinical-trial,
/Users/aretesofia/IbogaineVault/2024/Kobr2024_PhD_Ibogaine_Addiction_Treatment_Review.md,true,,narrative,133,,,thesis,narrative-review
/Users/aretesofia/IbogaineVault/2024/Mestre2024_Cardiac_Arrest_Case_Report.md,true,Cureus,academic-retained,182,10.7759/cureus.63487,PMC11287021,case-report,
/Users/aretesofia/IbogaineVault/2024/Ona2024_PhD_Thesis_Opioid_Dependence.md,unknown,,academic-retained,614,,,review,
/Users/aretesofia/IbogaineVault/2024/Ozmat2024_Subjective_Ibogaine_Experiences_Intersection_Social-Ecological_Dimensions.md,false,Akadémiai Kiadó,narrative,343,10.1556/2054.2024.00322,,qualitative,narrative-review
/Users/aretesofia/IbogaineVault/2024/Uzelac2024_Cardiotoxic_Necrosis_Redox.md,true,MDPI,academic-retained,301,10.3390/ijms25126527,PMC11203496,preclinical,
/Users/aretesofia/IbogaineVault/2025/Acuna2025_Ibogaine_Visual_Cortex_Plasticity.md,true,Research Square,academic-retained,205,10.21203/rs.3.rs-8387313/v1,,preclinical,
/Users/aretesofia/IbogaineVault/2025/Ali2025_Ibogaine_Analogs_Review.md,true,American Chemical Society,narrative,278,10.1021/acs.jmedchem.5c02510,PMC12888935,review,narrative-review
/Users/aretesofia/IbogaineVault/2025/Brown2025_Mystical_Experience_PTSD_Veterans.md,false,Elsevier,vault-analytical,135,10.1016/j.jad.2025.120722,,observational,
/Users/aretesofia/IbogaineVault/2025/Carlucci2025_Microdosing_Bipolar_Depression.md,unknown,Psilocybin Technology,hybrid,75,10.46919/archv6n4espec-16449,,case-report,
/Users/aretesofia/IbogaineVault/2025/Chen2025_Multiple_Sclerosis_Neuroimaging.md,true,Frontiers,academic-retained,348,10.3389/fimmu.2025.1535782,PMC11839422,case-report,
/Users/aretesofia/IbogaineVault/2025/Edwards2025_UK_NPIS_Ibogaine_Toxicity_Case_Series.md,false,Taylor & Francis,vault-analytical,106,10.1080/15563650.2024.2447500,,case-series,
/Users/aretesofia/IbogaineVault/2025/Eliasen2025_Ibogaine_DMT_5-HT2A_HEK_Electrophysiology.md,false,Elsevier,hybrid,96,10.1016/j.brainres.2024.149425,,in-vitro,
/Users/aretesofia/IbogaineVault/2025/Eliasen2025_Ibogaine_Sex-Dependent_Firing_Rate.md,false,Elsevier,hybrid,167,10.1016/j.neuroscience.2025.10.001,,preclinical,
/Users/aretesofia/IbogaineVault/2025/Enginsoy2025_PhD_Practitioners_Experiences.md,true,,vault-analytical,172,,,thesis,
/Users/aretesofia/IbogaineVault/2025/Erny2025_Parkinsons_Case_Report.md,false,Akadémiai Kiadó,academic-retained,337,10.1556/2054.2025.00478,,case-report,
/Users/aretesofia/IbogaineVault/2025/Espejito2025_Ibogaine_Experience_Scale_Psychometrics_Subjective.md,true,PLoS,academic-retained,470,10.1371/journal.pone.0333296,PMC12517489,observational,
/Users/aretesofia/IbogaineVault/2025/Faerman2025_MISTIC_12Month_Followup.md,true,,academic-retained,244,,,observational,
/Users/aretesofia/IbogaineVault/2025/Gomes2025_Ibogaine_Tool_Substance_Addiction.md,true,Brill,hybrid,102,10.1163/9789004729759_021,,book-chapter,
/Users/aretesofia/IbogaineVault/2025/Gupta2025_Benzofuran_Iboga_Analogues.md,true,,academic-retained,334,,,preclinical,
/Users/aretesofia/IbogaineVault/2025/Halman2025_Pharmacogenomics_Psychedelic_Therapy.md,true,Wiley,vault-analytical,96,10.1002/cpt.3459,PMC11652822,review,
/Users/aretesofia/IbogaineVault/2025/Hwu2025_Matrix_Pharmacology_VMAT2_SERT.md,false,American Chemical Society,vault-analytical,184,10.1021/jacs.5c06325,,in-vitro,
/Users/aretesofia/IbogaineVault/2025/Iyer2025_Modular_Synthesis_Nature_Chemistry.md,true,Springer Nature,vault-analytical,277,10.1038/s41557-024-01714-7,PMC11952118,in-vitro,
/Users/aretesofia/IbogaineVault/2025/LaTorre2025_Phenomenology_Thematic_Analysis.md,true,Research Square,academic-retained,494,10.21203/rs.3.rs-8022144/v1,,qualitative,
/Users/aretesofia/IbogaineVault/2025/Lytychevskyi2025_Ibogaine_Synthesis_Development.md,true,,vault-analytical,78,,,thesis,
/Users/aretesofia/IbogaineVault/2025/Nicolas2025_Reward_System_Transdiagnostic.md,true,Frontiers,academic-retained,310,10.3389/fphar.2025.1744383,PMC12712375,review,
/Users/aretesofia/IbogaineVault/2025/Polanco2025_War_Trauma_Ibogaine_5-MeO.md,false,Brill,hybrid,152,10.1163/9789004729759_022,,guideline,
/Users/aretesofia/IbogaineVault/2025/QuinnWilliams2025_PhD_Ibogaine_Buproprion_Monoamine_Transporters.md,true,,hybrid,251,,,thesis,
/Users/aretesofia/IbogaineVault/2025/Rocha2025_PhD_Ibogaine_Alcohol_AUD.md,unknown,,hybrid,173,,,clinical-trial,
/Users/aretesofia/IbogaineVault/2025/Samorini2025_Studies_Iboga_Cults_Ethnobotanical_Complex.md,unknown,,narrative,630,,,review,narrative-review
/Users/aretesofia/IbogaineVault/2025/Sijic2025_Total_Synthesis_Review.md,unknown,,vault-analytical,45,,,review,
/Users/aretesofia/IbogaineVault/2025/Soderberg2025_Medical_Subculture_Risk_Management.md,false,Palgrave Macmillan,academic-retained,379,10.1057/s41285-025-00220-1,,qualitative,
/Users/aretesofia/IbogaineVault/2025/Staveley2025_PhD_Ibogaine_Veterans_PTSD.md,true,,narrative,404,,,thesis,narrative-review
/Users/aretesofia/IbogaineVault/2025/Swieczkowski2025_Clinical_Trials_Landscape.md,false,Taylor & Francis,vault-analytical,99,10.1080/02791072.2025.2491385,,systematic-review,
/Users/aretesofia/IbogaineVault/2025/Underwood2025_PhD_Experiences_Part_of_Journey.md,true,,hybrid,314,,,thesis,
/Users/aretesofia/IbogaineVault/2025/Williams2025_Magnesium_Ibogaine_TBI.md,false,Springer Nature,vault-analytical,118,10.1038/s44220-025-00463-x,,observational,
/Users/aretesofia/IbogaineVault/2025/Yockey2025_Reconsidering_Ibogaine.md,false,Elsevier,vault-analytical,101,10.1016/j.glmedi.2025.100213,,review,
/Users/aretesofia/IbogaineVault/2026/Brunt2026_Cardiovascular_Complications_Review.md,false,Wiley,vault-analytical,166,10.1111/add.70319,,review,
/Users/aretesofia/IbogaineVault/2026/Calvey2026_Neurorestorative_Properties_Ibogaine.md,unknown,,vault-analytical,96,,,review,
/Users/aretesofia/IbogaineVault/2026/Esperanca2026_Cardiac_Safety_Translational_Perspectives_Scoping_Review.md,true,MDPI,vault-analytical,99,10.3390/molecules31030545,PMC12899015,systematic-review,
/Users/aretesofia/IbogaineVault/2026/Geoly2026_Cortical_Thickness_Brain_Age_MISTIC.md,false,Elsevier,hybrid,156,10.1016/j.isci.2026.115121,,observational,
/Users/aretesofia/IbogaineVault/2026/Grundmann2026_Indole_Alkaloids_Biased_Opioid_Receptor_Modulators.md,true,Preprints.org,vault-analytical,101,10.20944/preprints202601.2298.v1,,review,
/Users/aretesofia/IbogaineVault/2026/Koutrouli2026_Psilocybin_Ibogaine_Cocaine_Addiction.md,false,Elsevier,academic-retained,73,10.1016/j.nsa.2025.106393,,preclinical,
/Users/aretesofia/IbogaineVault/2026/Olash2026_Subjective_Experience_Magnesium_Ibogaine.md,true,Springer Nature,vault-analytical,149,10.1038/s44184-026-00185-7,PMC12860795,qualitative,
/Users/aretesofia/IbogaineVault/2026/Terasaki2026_Ibogaine_OUD_Unrecognised_Risk.md,false,Lippincott Williams & Wilkins,vault-analytical,78,10.1097/ADM.0000000000001645,,commentary,
/Users/aretesofia/IbogaineVault/Clinical_Guidelines/Aotearoa2014_Client_Info_Sheet.md,true,,narrative,163,,,primary-source,narrative-review
/Users/aretesofia/IbogaineVault/Clinical_Guidelines/GITA2015_Clinical_Guidelines.md,unknown,,hybrid,1047,,,guideline,
/Users/aretesofia/IbogaineVault/Clinical_Guidelines/Lotsof2003_Ibogaine_Therapy_Manual.md,unknown,,hybrid,661,,,guideline,
/Users/aretesofia/IbogaineVault/Clinical_Guidelines/Patterson2014_IACT_Aotearoa_NZ_Guidelines_Integrated_Therapy.md,unknown,,narrative,711,,,guideline,narrative-review
/Users/aretesofia/IbogaineVault/Clinical_Guidelines/Pangea/Pangea_Emergency_Equipment.md,unknown,,academic-retained,212,,,guideline,
/Users/aretesofia/IbogaineVault/Primary_Sources/1996_WBAI_Mash_FDA_Trials_Ibogaine.md,unknown,,vault-analytical,134,,,interview-transcript,
/Users/aretesofia/IbogaineVault/Primary_Sources/2010_Horizons_Clare_Wilkins_400_Sessions.md,unknown,,academic-retained,143,,,conference-talk,
/Users/aretesofia/IbogaineVault/Primary_Sources/2010_MAPS_Clare_Wilkins_Evolution.md,unknown,,narrative,139,,,conference-talk,narrative-review
/Users/aretesofia/IbogaineVault/Primary_Sources/2014_11_MAPS_Clare_Wilkins_Architecture_of_Emergency.md,unknown,,academic-retained,219,,,conference-talk,
/Users/aretesofia/IbogaineVault/Primary_Sources/2017_BC_Clare_Wilkins_Methadone_Detox.md,unknown,,narrative,111,,,conference-talk,narrative-review
/Users/aretesofia/IbogaineVault/Primary_Sources/2017_EntheoScience_Clare_Wilkins_Cannabis_Ethics.md,unknown,,narrative,115,,,conference-talk,narrative-review
/Users/aretesofia/IbogaineVault/Primary_Sources/2017_PS_Clare_Wilkins_Methadone_Detox.md,unknown,,academic-retained,117,,,conference-talk,
/Users/aretesofia/IbogaineVault/Primary_Sources/2020_MYEBOGA_Clare_Wilkins_Interview.md,unknown,,narrative,91,,,interview-transcript,narrative-review
/Users/aretesofia/IbogaineVault/Primary_Sources/2021_Microdose_Clare_Wilkins_Holotropic_Perspective.md,unknown,,academic-retained,116,,,conference-talk,
/Users/aretesofia/IbogaineVault/Primary_Sources/Wachtel2025_Bastiaans_Ibogaine_Historical_Account.md,true,,vault-analytical,87,,,primary-source,
/Users/aretesofia/IbogaineVault/Other/Albert2008_MyEboga_Experience_Reports.md,true,,vault-analytical,124,,,primary-source,
/Users/aretesofia/IbogaineVault/Other/Alper2023_Expert_Testimony_KY.md,true,,vault-analytical,209,,,primary-source,
/Users/aretesofia/IbogaineVault/Other/Busby2024_Beond_Death_Investigation.md,true,,narrative,155,,,journalism,
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch1.md,true,,narrative,49,,,book-chapter,narrative-review
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch10.md,true,,narrative,88,,,book-chapter,narrative-review
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch11.md,true,,narrative,100,,,book-chapter,narrative-review
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch12.md,true,,academic-retained,137,,,book-chapter,
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch13.md,true,,narrative,101,,,book-chapter,narrative-review
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch14.md,true,,narrative,121,,,book-chapter,narrative-review
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch15.md,true,,vault-analytical,161,,,book-chapter,
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch16.md,true,,vault-analytical,125,,,book-chapter,
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch17.md,true,,academic-retained,98,,,book-chapter,
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch18.md,true,,vault-analytical,108,,,book-chapter,
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch2.md,true,,narrative,65,,,book-chapter,narrative-review
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch3.md,true,,narrative,48,,,book-chapter,narrative-review
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch4.md,true,,narrative,57,,,book-chapter,narrative-review
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch5.md,true,,narrative,84,,,book-chapter,narrative-review
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch6.md,true,,narrative,130,,,book-chapter,narrative-review
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch7.md,true,,narrative,181,,,book-chapter,narrative-review
/Users/aretesofia/IbogaineVault/Other/DeRienzo1995_Ibogaine_Story_Ch8.md,true,,narrative,85,,,book-chapter,narrative-review
/Users/aretesofia/IbogaineVault/Other/Evans2024_Soneira_Ibogaine_Scramble.md,true,,vault-analytical,71,,,journalism,
/Users/aretesofia/IbogaineVault/Other/Evans2026_Ibogaine_Fatalities_Cover_Ups.md,true,,vault-analytical,108,,,journalism,
/Users/aretesofia/IbogaineVault/Other/Strategic_Implementation_Benzodiazepines_CBD.md,unknown,,academic-retained,90,,,guideline,
/Users/aretesofia/IbogaineVault/Other/deLugo2025_Kush_Sierra_Leone_Synthetics.md,unknown,Global Initiative Against Transnational Organised Crime / Clingendael Institute,vault-analytical,165,,,policy-report,
/Users/aretesofia/IbogaineVault/Industry_Documents/Beond2022_Clinical_Summary.md,unknown,,academic-retained,316,,,industry-report,
/Users/aretesofia/IbogaineVault/Industry_Documents/ICEERS2019_Report_Phase1.md,unknown,,narrative,1502,,,policy-report,narrative-review
/Users/aretesofia/IbogaineVault/Industry_Documents/ICEERS2020_Future_Iboga_Gabon.md,unknown,,vault-analytical,106,,,policy-report,
/Users/aretesofia/IbogaineVault/Industry_Documents/LAPPA2025_Ibogaine_Legislative_Analysis.md,unknown,,vault-analytical,87,,,policy-report,
